Title,Link,Views,Replies,Date,Labels
Marriage before CTB,https://sanctioned-suicide.net/threads/marriage-before-ctb.171402/,296,8,"Jul 8, 2024",['none']
How much does a 9mm gun in the mouth mess up the appearance of your face?,https://sanctioned-suicide.net/threads/how-much-does-a-9mm-gun-in-the-mouth-mess-up-the-appearance-of-your-face.172428/,162,1,Wednesday at 8:43 PM,['NSFW']
Me living with overprotective asian parents is so annoying,https://sanctioned-suicide.net/threads/me-living-with-overprotective-asian-parents-is-so-annoying.172252/,441,17,Tuesday at 9:48 AM,['Venting']
A genuine question for discussion,https://sanctioned-suicide.net/threads/a-genuine-question-for-discussion.172414/,183,5,Wednesday at 5:52 PM,['Help']
PSSD is one of the cruelest thing on earth,https://sanctioned-suicide.net/threads/pssd-is-one-of-the-cruelest-thing-on-earth.144465/,930,18,"Dec 9, 2023",['none']
Why is it never me?,https://sanctioned-suicide.net/threads/why-is-it-never-me.169431/,554,18,"Jun 21, 2024",['none']
Who here with a parent who had CTB?,https://sanctioned-suicide.net/threads/who-here-with-a-parent-who-had-ctb.172363/,157,4,Wednesday at 10:33 AM,['Discussion']
Anyone else just feels like a punch bag for life?,https://sanctioned-suicide.net/threads/anyone-else-just-feels-like-a-punch-bag-for-life.172357/,121,3,Wednesday at 8:43 AM,['Venting']
ANTIEMETIC Guide,https://sanctioned-suicide.net/threads/antiemetic-guide.157813/,961,9,"Mar 27, 2024",['none']
How to change Halatal to another container ?,https://sanctioned-suicide.net/threads/how-to-change-halatal-to-another-container.171493/,152,4,"Jul 9, 2024",['none']
"For those of you who believe there is no divine judgment, why do we live in this hell with serial killers, narcissists, torturers?",https://sanctioned-suicide.net/threads/for-those-of-you-who-believe-there-is-no-divine-judgment-why-do-we-live-in-this-hell-with-serial-killers-narcissists-torturers.172413/,144,5,Wednesday at 5:45 PM,['none']
Drugs that will reduce the fear that comes with CTB via jumping?,https://sanctioned-suicide.net/threads/drugs-that-will-reduce-the-fear-that-comes-with-ctb-via-jumping.172186/,170,3,"Jul 15, 2024",['none']
Anyone from the west coast US,https://sanctioned-suicide.net/threads/anyone-from-the-west-coast-us.170435/,268,15,"Jun 30, 2024",['none']
Suicide video,https://sanctioned-suicide.net/threads/suicide-video.172376/,377,6,Wednesday at 12:38 PM,['none']
I got 30 fentanyl pills,https://sanctioned-suicide.net/threads/i-got-30-fentanyl-pills.172218/,532,13,"Jul 15, 2024",['none']
Does sleep deprivation make you dumber?,https://sanctioned-suicide.net/threads/does-sleep-deprivation-make-you-dumber.170292/,332,19,"Jun 29, 2024",['none']
Prochlorperazine DOSING as AE,https://sanctioned-suicide.net/threads/prochlorperazine-dosing-as-ae.172427/,49,0,Wednesday at 8:06 PM,['Help']
I wish I was never born or I died in a car accident long ago,https://sanctioned-suicide.net/threads/i-wish-i-was-never-born-or-i-died-in-a-car-accident-long-ago.172426/,73,1,Wednesday at 7:57 PM,['none']
i think i'm going to ctb tomorrow,https://sanctioned-suicide.net/threads/i-think-im-going-to-ctb-tomorrow.172316/,254,9,Tuesday at 9:00 PM,['Venting']
A good (Dutch) sn source?,https://sanctioned-suicide.net/threads/a-good-dutch-sn-source.172383/,71,1,Wednesday at 1:27 PM,['Help']
Pull Up bar as anchor point / partial hanging,https://sanctioned-suicide.net/threads/pull-up-bar-as-anchor-point-partial-hanging.170003/,326,7,"Jun 26, 2024",['none']
How to find tall buildings (US),https://sanctioned-suicide.net/threads/how-to-find-tall-buildings-us.172421/,62,0,Wednesday at 7:02 PM,['none']
Scientist reveals staggeringly LOW COST of using SARCO pod to end person's life,https://sanctioned-suicide.net/threads/scientist-reveals-staggeringly-low-cost-of-using-sarco-pod-to-end-persons-life.172375/,291,6,Wednesday at 12:38 PM,['Method']
"How was N shipped back then, a few years ago? Question for old timers",https://sanctioned-suicide.net/threads/how-was-n-shipped-back-then-a-few-years-ago-question-for-old-timers.172417/,138,4,Wednesday at 5:59 PM,['none']
Spontaneous suicide,https://sanctioned-suicide.net/threads/spontaneous-suicide.172405/,156,4,Wednesday at 4:27 PM,['Help']
"Would you kill yourself if you knew that, no matter what method you do, you *will* succeed for sure",https://sanctioned-suicide.net/threads/would-you-kill-yourself-if-you-knew-that-no-matter-what-method-you-do-you-will-succeed-for-sure.164055/,1K,59,"May 9, 2024",['Discussion']
Does this site prevent unintentional suicides?,https://sanctioned-suicide.net/threads/does-this-site-prevent-unintentional-suicides.172177/,211,2,"Jul 15, 2024",['none']
Would be dead tonight if I had a place to do it.,https://sanctioned-suicide.net/threads/would-be-dead-tonight-if-i-had-a-place-to-do-it.170320/,352,6,"Jun 29, 2024",['Venting']
3 Top Fears?,https://sanctioned-suicide.net/threads/3-top-fears.171011/,1K,52,"Jul 5, 2024",['Discussion']
Were you always suicidal or did a single event set it in motion?,https://sanctioned-suicide.net/threads/were-you-always-suicidal-or-did-a-single-event-set-it-in-motion.165167/,415,26,"May 16, 2024",['none']
Thought Loop,https://sanctioned-suicide.net/threads/thought-loop.172095/,164,5,"Jul 14, 2024",['none']
Trying to find a method in everything I see,https://sanctioned-suicide.net/threads/trying-to-find-a-method-in-everything-i-see.172412/,72,0,Wednesday at 5:34 PM,['none']
I want help but I refuse to have my rights restricted...,https://sanctioned-suicide.net/threads/i-want-help-but-i-refuse-to-have-my-rights-restricted.172329/,293,16,Tuesday at 11:08 PM,['Help']
How to make yourself LOOSE CONCIOUSNESS (the choking game?)?,https://sanctioned-suicide.net/threads/how-to-make-yourself-loose-conciousness-the-choking-game.170334/,492,8,"Jun 29, 2024",['Help']
would it financially ruin my family if i killed myself in a different state?,https://sanctioned-suicide.net/threads/would-it-financially-ruin-my-family-if-i-killed-myself-in-a-different-state.172331/,117,1,Wednesday at 12:29 AM,['Help']
Brasil,https://sanctioned-suicide.net/threads/brasil.172404/,69,4,Wednesday at 4:26 PM,['none']
Oldest human died in Indonesia aged 146,https://sanctioned-suicide.net/threads/oldest-human-died-in-indonesia-aged-146.140154/,1K,27,"Nov 7, 2023",['none']
Starving with Pepto bismaul?,https://sanctioned-suicide.net/threads/starving-with-pepto-bismaul.172402/,110,3,Wednesday at 3:39 PM,['Method']
Off a bridge,https://sanctioned-suicide.net/threads/off-a-bridge.172396/,88,1,Wednesday at 2:24 PM,['Venting']
Anyone on Lithium? Does it makes you feel more or less inclined toward ctb?,https://sanctioned-suicide.net/threads/anyone-on-lithium-does-it-makes-you-feel-more-or-less-inclined-toward-ctb.172372/,105,3,Wednesday at 12:14 PM,['Venting']
Flashbacks of homophobia,https://sanctioned-suicide.net/threads/flashbacks-of-homophobia.172347/,190,5,Wednesday at 4:04 AM,['none']
Is it normal to feel this way?,https://sanctioned-suicide.net/threads/is-it-normal-to-feel-this-way.172400/,115,2,Wednesday at 3:09 PM,['none']
I give up... This life is not going to work out.,https://sanctioned-suicide.net/threads/i-give-up-this-life-is-not-going-to-work-out.172344/,207,2,Wednesday at 3:11 AM,['none']
AlguÃ©m do Brasil,https://sanctioned-suicide.net/threads/alguem-do-brasil.169641/,223,5,"Jun 23, 2024",['none']
doubt about method for CTB,https://sanctioned-suicide.net/threads/doubt-about-method-for-ctb.170312/,151,1,"Jun 29, 2024",['none']
TENT,https://sanctioned-suicide.net/threads/tent.171310/,347,12,"Jul 8, 2024",['none']
"MaxDog nitro brewing, where to source W.BritishColumbia",https://sanctioned-suicide.net/threads/maxdog-nitro-brewing-where-to-source-w-britishcolumbia.172388/,90,2,Wednesday at 1:47 PM,['none']
Anyone start hating all entertainment?,https://sanctioned-suicide.net/threads/anyone-start-hating-all-entertainment.172385/,106,1,Wednesday at 1:41 PM,['none']
Orthorexia as SH,https://sanctioned-suicide.net/threads/orthorexia-as-sh.172395/,80,2,Wednesday at 2:16 PM,['none']
Benadryl with SN,https://sanctioned-suicide.net/threads/benadryl-with-sn.172398/,73,1,Wednesday at 2:34 PM,['none']
,https://sanctioned-suicide.net/threads/anyone-else-consider-eating-a-chore.172369/,,,,['none']
,https://sanctioned-suicide.net/threads/debilitating-mental-illness.172275/,,,,['']
,https://sanctioned-suicide.net/threads/anyone-else-binge-eat-and-think-like-this.170637/,,,,['none']
,https://sanctioned-suicide.net/threads/grappling-with-that-persistent-loneliness.172389/,,,,['']
,https://sanctioned-suicide.net/threads/doing-what-you-think-is-moral-and-ethical-is-the-only-way-to-do-it-with-peace-of-mind.172392/,,,,['none']
,https://sanctioned-suicide.net/threads/i-dont-get-why-ive-to-put-in-so-much-effort-just-to-live-normally-only-to-still-end-up-miserable-in-the-end.171397/,,,"Jul 8, 2024",['Venting']
,https://sanctioned-suicide.net/threads/hopefully-my-final-goodbye.172249/,600,19,Tuesday at 9:23 AM,['none']
When you actually had one person really care but drove them away,https://sanctioned-suicide.net/threads/when-you-actually-had-one-person-really-care-but-drove-them-away.172377/,87,2,Wednesday at 12:41 PM,['none']
"vent, drugs and mortality etc",https://sanctioned-suicide.net/threads/vent-drugs-and-mortality-etc.172384/,50,0,Wednesday at 1:39 PM,['Venting']
How to actually go through with it?,https://sanctioned-suicide.net/threads/how-to-actually-go-through-with-it.172234/,342,12,Tuesday at 4:45 AM,['none']
Looking for any advice or opinion on my situation. Strongly considering CTB soon.,https://sanctioned-suicide.net/threads/looking-for-any-advice-or-opinion-on-my-situation-strongly-considering-ctb-soon.172371/,144,6,Wednesday at 11:58 AM,['none']
Not sure what method,https://sanctioned-suicide.net/threads/not-sure-what-method.172378/,90,1,Wednesday at 12:47 PM,['none']
I'm ready to die right now but CTB takes energy and I have zero energy...,https://sanctioned-suicide.net/threads/im-ready-to-die-right-now-but-ctb-takes-energy-and-i-have-zero-energy.170460/,296,4,"Jun 30, 2024",['none']
Suppliers for Phentoarbital (or Sodium Pentoarbital)?,https://sanctioned-suicide.net/threads/suppliers-for-phentoarbital-or-sodium-pentoarbital.172272/,295,9,Tuesday at 2:28 PM,['none']
Purposely not eating or sleeping,https://sanctioned-suicide.net/threads/purposely-not-eating-or-sleeping.172373/,98,2,Wednesday at 12:23 PM,['none']
Advice from Singaporeans or anyone?,https://sanctioned-suicide.net/threads/advice-from-singaporeans-or-anyone.172374/,73,0,Wednesday at 12:23 PM,['none']
The peaceful day of the rope in the trees...(full suspension),https://sanctioned-suicide.net/threads/the-peaceful-day-of-the-rope-in-the-trees-full-suspension.172346/,323,8,Wednesday at 3:44 AM,['Method']
goodbye thread - SN Brazil,https://sanctioned-suicide.net/threads/goodbye-thread-sn-brazil.172194/,720,21,"Jul 15, 2024",['none']
How is it so hard to connect with people?,https://sanctioned-suicide.net/threads/how-is-it-so-hard-to-connect-with-people.172125/,230,6,"Jul 15, 2024",['Venting']
Pretending to be a normie to my family is so difficult,https://sanctioned-suicide.net/threads/pretending-to-be-a-normie-to-my-family-is-so-difficult.170789/,336,9,"Jul 3, 2024",['Venting']
ISO benzo/RC source,https://sanctioned-suicide.net/threads/iso-benzo-rc-source.172247/,261,11,Tuesday at 8:49 AM,['none']
I donâ€™t like being human.,https://sanctioned-suicide.net/threads/i-dont-like-being-human.172317/,327,17,Tuesday at 9:15 PM,['Venting']
Planning on jumping any tips,https://sanctioned-suicide.net/threads/planning-on-jumping-any-tips.171923/,184,4,"Jul 13, 2024",['none']
ASAP,https://sanctioned-suicide.net/threads/asap.172365/,100,3,Wednesday at 11:04 AM,['none']
SN preservation,https://sanctioned-suicide.net/threads/sn-preservation.172361/,94,1,Wednesday at 10:16 AM,['none']
Talking to ai out of loneliness,https://sanctioned-suicide.net/threads/talking-to-ai-out-of-loneliness.172293/,306,16,Tuesday at 4:26 PM,['Venting']
Staying up for days at a time to get in right mental state,https://sanctioned-suicide.net/threads/staying-up-for-days-at-a-time-to-get-in-right-mental-state.172332/,170,4,Wednesday at 12:34 AM,['none']
Should I shouldnâ€™t I?,https://sanctioned-suicide.net/threads/should-i-shouldnt-i.172290/,150,4,Tuesday at 4:00 PM,['none']
I think I'll go with drowning,https://sanctioned-suicide.net/threads/i-think-ill-go-with-drowning.166105/,562,8,"May 23, 2024",['Venting']
Neurodivergence poll,https://sanctioned-suicide.net/threads/neurodivergence-poll.172283/,456,27,Tuesday at 3:27 PM,['Discussion']
I survived,https://sanctioned-suicide.net/threads/i-survived.172349/,345,4,Wednesday at 4:23 AM,['none']
Peru Lima Do not ignore please,https://sanctioned-suicide.net/threads/peru-lima-do-not-ignore-please.171708/,1K,23,"Jul 11, 2024",['none']
Family wonâ€™t let me kill myself so Iâ€™m just gonna be unbearable until they give up ðŸ˜‚,https://sanctioned-suicide.net/threads/family-wont-let-me-kill-myself-so-im-just-gonna-be-unbearable-until-they-give-up.172320/,205,4,Tuesday at 9:41 PM,['none']
Is there any Korean got their SN from DMC?,https://sanctioned-suicide.net/threads/is-there-any-korean-got-their-sn-from-dmc.172356/,63,0,Wednesday at 7:30 AM,['none']
al0neinmy$kin,https://sanctioned-suicide.net/threads/al0neinmy-kin.170161/,173,1,"Jun 28, 2024",['none']
i hate being watched 24/7,https://sanctioned-suicide.net/threads/i-hate-being-watched-24-7.172270/,313,9,Tuesday at 2:22 PM,['Venting']
Healing but still want to do it in spite of everything?,https://sanctioned-suicide.net/threads/healing-but-still-want-to-do-it-in-spite-of-everything.172127/,147,3,"Jul 15, 2024",['Venting']
Not sure when feels like a good time to CBT,https://sanctioned-suicide.net/threads/not-sure-when-feels-like-a-good-time-to-cbt.171814/,111,3,"Jul 12, 2024",['Venting']
"Drowning-vent- severe cfs/ me(bed/ house bound canâ€™t do anything) ptsd, dPDR, did, anxiety- used to be healthy and happy- narcissistic abuse caused it",https://sanctioned-suicide.net/threads/drowning-vent-severe-cfs-me-bed-house-bound-cant-do-anything-ptsd-dpdr-did-anxiety-used-to-be-healthy-and-happy-narcissistic-abuse-caused-it.172353/,96,1,Wednesday at 6:19 AM,['none']
Paradise is not in the waking state i got it 2 short moments in a dream...,https://sanctioned-suicide.net/threads/paradise-is-not-in-the-waking-state-i-got-it-2-short-moments-in-a-dream.172352/,64,0,Wednesday at 6:18 AM,['Story']
"I failed the ""Night night"" method twice, trying again today",https://sanctioned-suicide.net/threads/i-failed-the-night-night-method-twice-trying-again-today.169560/,1K,14,"Jun 22, 2024",['none']
Feeling very confused tonight,https://sanctioned-suicide.net/threads/feeling-very-confused-tonight.172343/,137,9,Wednesday at 2:58 AM,['none']
My introduction,https://sanctioned-suicide.net/threads/my-introduction.171796/,210,6,"Jul 12, 2024",['Story']
having to wait till the day I planned to ctb is torture,https://sanctioned-suicide.net/threads/having-to-wait-till-the-day-i-planned-to-ctb-is-torture.172348/,66,0,Wednesday at 4:10 AM,['none']
I am my own worst enemy.,https://sanctioned-suicide.net/threads/i-am-my-own-worst-enemy.171782/,149,5,"Jul 12, 2024",['Venting']
im planning on ctb with sodium thiopentone (thiopental),https://sanctioned-suicide.net/threads/im-planning-on-ctb-with-sodium-thiopentone-thiopental.172341/,123,1,Wednesday at 2:38 AM,['Help']
Time from Passing Out to Death with Carotid (and probably Jugular) Blockage,https://sanctioned-suicide.net/threads/time-from-passing-out-to-death-with-carotid-and-probably-jugular-blockage.172193/,390,7,"Jul 15, 2024",['none']
are my problems real shit that I shouldn`t tell to anybody?,https://sanctioned-suicide.net/threads/are-my-problems-real-shit-that-i-shouldn-t-tell-to-anybody.172276/,173,8,Tuesday at 2:55 PM,['Venting']
DMC SN has arrived(Canada),https://sanctioned-suicide.net/threads/dmc-sn-has-arrived-canada.171721/,364,8,"Jul 11, 2024",['Story']
My mind is deteriorating,https://sanctioned-suicide.net/threads/my-mind-is-deteriorating.172330/,117,2,Tuesday at 11:46 PM,['none']
,https://sanctioned-suicide.net/threads/i-cant-help-anyone.170371/,,,,['none']
,https://sanctioned-suicide.net/threads/what-even-is-getting-better.172207/,,,,['none']
,https://sanctioned-suicide.net/threads/sn-from-dmc-arrived-without-problems.167422/,,,,['Story']
diphenhydramine as alternative to benzos in SN method?,https://sanctioned-suicide.net/threads/diphenhydramine-as-alternative-to-benzos-in-sn-method.172261/,145,6,Tuesday at 1:00 PM,['Method']
DMC SN to the UK,https://sanctioned-suicide.net/threads/dmc-sn-to-the-uk.169362/,443,8,"Jun 20, 2024",['none']
SN Source,https://sanctioned-suicide.net/threads/sn-source.172337/,109,0,Wednesday at 1:16 AM,['none']
OD on Propranolol??,https://sanctioned-suicide.net/threads/od-on-propranolol.172336/,66,0,Wednesday at 1:07 AM,['none']
"I have some SN questions. I know propanolol is a luxury drug, but in case we decide to take it, when should it be taken?",https://sanctioned-suicide.net/threads/i-have-some-sn-questions-i-know-propanolol-is-a-luxury-drug-but-in-case-we-decide-to-take-it-when-should-it-be-taken.172333/,63,0,Wednesday at 12:45 AM,['Help']
I am a scientist.,https://sanctioned-suicide.net/threads/i-am-a-scientist.172328/,144,2,Tuesday at 10:55 PM,['none']
Quetiapine as AE for SN,https://sanctioned-suicide.net/threads/quetiapine-as-ae-for-sn.171013/,187,5,"Jul 5, 2024",['none']
"For those planning to use SN, how are you overcoming any fear?",https://sanctioned-suicide.net/threads/for-those-planning-to-use-sn-how-are-you-overcoming-any-fear.171088/,920,26,"Jul 5, 2024",['Method']
Will sleeping pills work as well as Benzos for the SN method?,https://sanctioned-suicide.net/threads/will-sleeping-pills-work-as-well-as-benzos-for-the-sn-method.172239/,146,5,Tuesday at 5:51 AM,['Method']
My reason for trying to recover just went out the window,https://sanctioned-suicide.net/threads/my-reason-for-trying-to-recover-just-went-out-the-window.171905/,178,2,"Jul 13, 2024",['Venting']
"SN source in india please, its fine if you can't directly share the sources",https://sanctioned-suicide.net/threads/sn-source-in-india-please-its-fine-if-you-cant-directly-share-the-sources.167146/,321,6,"Jun 1, 2024",['Help']
Objectives and Subjectives,https://sanctioned-suicide.net/threads/objectives-and-subjectives.172327/,75,1,Tuesday at 10:36 PM,['none']
Me only,https://sanctioned-suicide.net/threads/me-only.172325/,99,3,Tuesday at 10:21 PM,['Venting']
Borderline and Updates,https://sanctioned-suicide.net/threads/borderline-and-updates.170458/,213,2,"Jun 30, 2024",['none']
U.S. SN source,https://sanctioned-suicide.net/threads/u-s-sn-source.170624/,700,14,"Jul 1, 2024",['none']
my dad worries i might hurt myself,https://sanctioned-suicide.net/threads/my-dad-worries-i-might-hurt-myself.171569/,138,1,"Jul 10, 2024",['none']
It's just so hard living...,https://sanctioned-suicide.net/threads/its-just-so-hard-living.171294/,249,3,"Jul 7, 2024",['Venting']
Worst feeling in the world,https://sanctioned-suicide.net/threads/worst-feeling-in-the-world.171883/,147,2,"Jul 12, 2024",['none']
Inert gas method (nitrogen or helium),https://sanctioned-suicide.net/threads/inert-gas-method-nitrogen-or-helium.167465/,1K,34,"Jun 4, 2024",['Help']
"Thankfully, The Time Has FINALLY Come...",https://sanctioned-suicide.net/threads/thankfully-the-time-has-finally-come.43932/,2K,22,"Jul 24, 2020",['Venting']
Constant feeling of worthlessness,https://sanctioned-suicide.net/threads/constant-feeling-of-worthlessness.172324/,85,0,Tuesday at 10:13 PM,['Venting']
I hate rationalizing things,https://sanctioned-suicide.net/threads/i-hate-rationalizing-things.172322/,43,0,Tuesday at 9:56 PM,['none']
The last straw,https://sanctioned-suicide.net/threads/the-last-straw.172321/,85,0,Tuesday at 9:49 PM,['Venting']
COMPRAR SN BRASIL,https://sanctioned-suicide.net/threads/comprar-sn-brasil.168148/,835,35,"Jun 10, 2024",['none']
I should be able to buy my own Nembutal at the pharmacy!,https://sanctioned-suicide.net/threads/i-should-be-able-to-buy-my-own-nembutal-at-the-pharmacy.172314/,85,0,Tuesday at 8:52 PM,['Venting']
Potassium nitrite procedure,https://sanctioned-suicide.net/threads/potassium-nitrite-procedure.166077/,1K,5,"May 23, 2024",['Help']
i hate myself,https://sanctioned-suicide.net/threads/i-hate-myself.169263/,275,4,"Jun 19, 2024",['Venting']
This website has become too anti-suicide and life valuing,https://sanctioned-suicide.net/threads/this-website-has-become-too-anti-suicide-and-life-valuing.165075/,2K,44,"May 16, 2024",['Venting']
"Chlorine gas inhalation, does it work?",https://sanctioned-suicide.net/threads/chlorine-gas-inhalation-does-it-work.172313/,66,0,Tuesday at 8:18 PM,['none']
Disorganized vent,https://sanctioned-suicide.net/threads/disorganized-vent.172311/,78,0,Tuesday at 8:16 PM,['Venting']
in case you vomit...,https://sanctioned-suicide.net/threads/in-case-you-vomit.172139/,364,6,"Jul 15, 2024",['none']
I'm ready to go,https://sanctioned-suicide.net/threads/im-ready-to-go.172089/,191,3,"Jul 14, 2024",['none']
I hate it here. I wanna die already,https://sanctioned-suicide.net/threads/i-hate-it-here-i-wanna-die-already.172305/,61,0,Tuesday at 6:54 PM,['Venting']
Oh the irony of finally getting a method of death,https://sanctioned-suicide.net/threads/oh-the-irony-of-finally-getting-a-method-of-death.172302/,131,1,Tuesday at 5:51 PM,['none']
Can I post my personal information the day I die so you guys can check the obituary?,https://sanctioned-suicide.net/threads/can-i-post-my-personal-information-the-day-i-die-so-you-guys-can-check-the-obituary.164785/,922,28,"May 14, 2024",['Discussion']
Nothing I do is ever good enough,https://sanctioned-suicide.net/threads/nothing-i-do-is-ever-good-enough.172300/,68,2,Tuesday at 5:32 PM,['Venting']
US Sources for antiemetic and other SN related stuff?,https://sanctioned-suicide.net/threads/us-sources-for-antiemetic-and-other-sn-related-stuff.172288/,77,1,Tuesday at 3:43 PM,['none']
I don't know what to do anymore,https://sanctioned-suicide.net/threads/i-dont-know-what-to-do-anymore.172301/,88,0,Tuesday at 5:47 PM,['Venting']
Full over partial suspension?,https://sanctioned-suicide.net/threads/full-over-partial-suspension.165061/,544,2,"May 16, 2024",['none']
Eternal sleep would be the best thing I could dream of. Anyone else addicted to sleeping?,https://sanctioned-suicide.net/threads/eternal-sleep-would-be-the-best-thing-i-could-dream-of-anyone-else-addicted-to-sleeping.164930/,321,17,"May 15, 2024",['none']
"I hate it when people try to ""save"" me",https://sanctioned-suicide.net/threads/i-hate-it-when-people-try-to-save-me.172299/,82,0,Tuesday at 5:25 PM,['Venting']
30f autistic female,https://sanctioned-suicide.net/threads/30f-autistic-female.172291/,209,3,Tuesday at 4:22 PM,['none']
Rope recommendation for decapitation by car,https://sanctioned-suicide.net/threads/rope-recommendation-for-decapitation-by-car.172296/,70,0,Tuesday at 5:02 PM,['none']
